ID;Nom;Categorie;Photo;Reference;EstDansCarte;Remarque;Sync_Prix;EstCocktail;Quantite;ID_VERRE;DateCreation;estBrochette;Ref_Lettre;Ref_Chiffre;Ref_DerniereLettre
775;first class white russian;Oompa LoOmpa;0x;F24;0;;11;1;35;3;41944;1;F;24;
776;first class planteur;after-workers;0x;F0N;0;;6;1;35;3;41944;1;F;0;N
777;Small Sex on the beach;after-workers;0x;F0D;1;verre after 25cl;7,5;1;35;3;41944;1;F;0;D
778;Docteur Xplo;beertails;0x;N11;1;verre a pyramidale/retourner biere ;15;1;75;7;42237;1;N;11;
779;Buckeuze on the rock;beertails;0x;N12;1;verre a pyramidale/2s framboise+10cl mix b51+j.litchis+bouteille leifmans fruitesse retournee;13;1;75;7;42237;1;N;12;
780;Tintin en Absurdie ;beertails;0x;N13;1;verre bagarre/13cl Z2q(f1)+2cl gin+orangeade+dsp retournee+2 curacao bleu;15;1;200;13;42237;1;N;13;
781;l'improviste ;Sweety;0x;S32;1;verre palladio;15;1;50;4;42237;1;S;32;
1517;Green day;culturalisation;0x;N54;1;verre bocal/servir direct dans verre ;15;1;200;13;;1;N;54;
783;Pinkette margarita ;beertails;0x;N16;1;verre carre/10cl de mix z2(margarita)+2 l cuberdon+jus fraise+fruitesse retournee dans verre;13;1;75;7;42237;1;N;16;
784;Tintin en Walbanie;beertails;0x;N17;1;verre bagarre/13cl Z2q(f1)+2cl gin+monster+dsp retournee+2 curacao bleu;20;1;200;13;42237;1;N;17;
785;Vache follasse;beertails;0x;N18;1;verre pyramide ;13;1;75;7;42237;1;N;18;
786;CloudY lemonade;ginto&Co;0x;K11F;1;verre ginto;15;1;50;6;42237;1;K;11;F
787;Bramble Spritz;ginto&Co;0x;K11G;1;verre ginto/lamelle de fraise ou panasse de fruits rouges ;15;1;65;5;42237;1;K;11;G
788;Zézeste-commerciale;mojito party;0x;M14;1;verre palladio/facon mojito;15;1;50;4;42237;1;M;14;
789;Branle-bas de combat;mojito party;0x;M25;1;verre ginto/facon mojito;15;1;65;5;42237;1;M;25;
790;Hibiscus Spritz ;ginto &Co;0x;K11J;1;verre ginto;15;1;65;5;42237;1;K;11;J
791;Bel-Quiri;Sweety;0x;S60;1;verre E18;15;1;50;6;42237;1;S;60;
792;Titeuf;Mocktail;0x;A98;1;verre cruche;10;1;100;8;42237;1;A;98;
793;Virgin mojito;after-workers sa;0x;A0E;1;verre after 33cl;7,5;1;35;3;42237;1;A;0;E
794;Gripsou;mojito party;0x;M0C;1;verre strier petit/facon mojito;10;1;100;8;42237;1;M;0;C
795;Virgin daiquiri fraise;Oompa LoOmpa SA;0x;F40A;1;verre hurricane+melanger a la cuillere;6;1;35;3;42237;1;F;40;A
796;Virgin pina colada ;Oompa LoOmpa SA;0x;F40B;0;;6;1;35;3;42237;1;F;40;B
797;virgin tchatchacha;les oublies;0x;Z9M;0;;6;1;65;5;42237;1;Z;9;M
798;Virgin planteur;les oublies;0x;Z9N;0;;6;1;65;5;42237;1;Z;9;N
799;Smart mojito royal;mojito party;0x;M31;1;verre fist;15;1;75;7;42237;1;M;31;
800;Barbe rousse;mojito party;0x;M50;1;verre E18facon mojito/baton de reglise;13;1;50;6;42237;1;M;50;
801;Papy-Vass;;0x;Z5D;0;bouteille ;25;1;100;10;42237;1;Z;5;D
802;Capricorne;cocktails astrales;0x;Z3A;1;"arrosoir/tt fois 2

";25;1;200;15;42237;1;Z;3;A
803;Verseau;cocktails astrales;0x;Z3V;1;"arrosoir/tt fois 2

";25;1;200;15;42237;1;Z;3;V
804;Cosmos;cocktails astrales;0x;Z3W;1;"arrosoir/tt fois 2

";25;1;200;15;42237;1;Z;3;W
805;Taureau;cocktails astrales;0x;Z3K;1;"arrosoir/tt fois 2

";25;1;200;15;42237;1;Z;3;K
806;Zoubida;grand format;0x;Z5E;0;;25;1;100;10;42237;1;Z;5;E
807;Mikazi;les oublies;0x;Z9D;0;;25;1;75;7;42237;1;Z;9;D
808;Vierge ;cocktails astrales;0x;Z3B;1;"arrosoir/tt fois 2

";25;1;200;15;42217;1;Z;3;B
809;Balance ;cocktails astrales;0x;Z3F;1;"arrosoir/tt fois 2

";25;1;200;15;42237;1;Z;3;F
810;Scorpion;cocktails astrales;0x;Z3H;1;"arrosoir/tt fois 2

";25;1;200;15;42237;1;Z;3;H
811;Sagittaire ;cocktails astrales;0x;Z3G;1;"arrosoir/tt fois 2

";25;1;200;15;42237;1;Z;3;G
812;Jack Honey et limonade ;jackdanielserie;0x;F7D;1;verre 33cl ;10;1;50;6;42237;1;F;7;D
813;Jack Apple et Tonic;jackdanielserie;0x;F7E;1;verre soft 33cl;10;1;35;3;42237;1;F;7;E
814;Old fashioned;Oompa LoOmpa;0x;F19;0;verser 2sucrettes poudre et bitter angostura jusqu'a dissolution, ajouter glacon puis verser le  bourbon/allonger d'eau petillante eventuellement ;9;1;35;3;42237;1;F;19;
815;mixColada/litre;mixture;0x;Z2O;0;"f6:8cl mix colada+6 rhum blanc+jus ananas

f6a:4cl mix colada+2 rhum blanc+jus ananas

v9:5cl mix colada+5 vodka+jus ananas

j3: 8cl mix colada+3 tequila+2 triple sec+2 creme banane";25;1;100;10;42237;0;Z;2;O
816;mixCubain/litre;mixture;0x;Z2P;0;f4,f9,n18;25;1;100;10;42237;0;Z;2;P
817;MEGA shooter 25cl Cumshot ;megashooter;0x;Z4D;1;proposer en option une seringue bibite +5euro;12,5;1;150;9;42237;0;Z;4;D
818;Pearl Jam;tequilaterie;0x;J24;1;verre cabernet /shaker fort hors bleu facon colada ;13;1;65;5;42237;1;J;24;
819;Strawberry mojito;les oublies;0x;Z9L;0;facon mojito;11;1;65;5;42240;1;Z;9;L
820;Caipirinha fast;after-workers;0x;F0G;1;verre after 25cl;7,5;1;35;3;42240;1;F;0;G
821;Margarita premium;Oompa LoOmpa;0x;F14A;0;verre à margarita;7,5;1;35;3;42240;1;F;14;A
822;Small Cointreau fizz;after-workers;0x;F0E;1;verre after 25cl;7,5;1;35;3;42240;1;F;0;E
823;Cointreau-jito fizz;mojito party;0x;M42;1;verre ananas/facon mojito;12;1;65;5;42240;1;M;42;
824;Fruity cointreau fizz;Oompa LoOmpa;0x;F29;1;verre bartender;12;1;35;3;42240;1;F;29;
825;Daiquiri fruité;Oompa LoOmpa;0x;F36;1;verre hurricane ;12;1;35;3;42240;1;F;36;
826;Margarita fruitee;Oompa LoOmpa;0x;F14B;1;verre margarita/12cl de mix z2(margarita)+2s fruit +2l fruit;12;1;35;3;42240;1;F;14;B
827;Mojito classique fruite( 1 fruit);mojito party;0x;M4E;1;verre ananas;13;1;65;5;42240;1;M;4;E
828;121652035;les oublies;0x;Z9C;0;long drink;0;1;35;3;42240;1;Z;9;C
829;Long red island;rhumerie;0x;I36;1;verre v25/15 mix Z2q+2 s grenadine+2L vanille+diabolo ;13;1;50;6;42271;1;I;36;
830;picon somersby;les oublies;0x;Z9K;0;;0;1;50;4;42240;1;Z;9;K
831;cubes de fromage feta mediterraneens 175gr;tapas sur le pouce;0x;A1R;1;;7;1;150;9;42240;0;A;1;R
832;chips Sans Gluten dans ce choix;tapas sur le pouce;0x;A1S;1;;5;1;150;9;42241;0;A;1;S
1354;Yéti;hardcore;0x;Y0Q;1;verre fist;25;1;75;7;;1;Y;0;Q
835;MEGA shooter 25cl Pinocchio;megashooter;0x;Z4A;1;bouteille 33cl;12,5;1;150;9;42240;0;Z;4;A
836;gin fizz shazza;after-workers;0x;F0B;0;tout shaker sauf l eau petillante...;0;1;35;3;42240;1;F;0;B
837;1,12E+12;;0x;Z20;0;sur glacon facon mojito(verser martini, menthe et broyer dans verre);0;1;65;5;42241;1;Z;20;
1479;gorge profonde ;les anecdotiques;0x;V72;1;verre palladio;15;1;50;4;;1;V;72;
839;Shazz coffee;hot;0x;O26;1;verre hanse;15;1;75;7;42241;1;O;26;
840;Le P'tit grégory;ginto&Co;0x;K11L;1;long drinks/pas de glacon/preparer sur sous tasse *: 1 olive nature+ 1 sucre en morceau + 1 bout de ficelle suffisament long pour attacher lolive et le sucre ensemble;10;1;35;3;42245;1;K;11;L
841;liqueur cookie maison;bar;0x;Z0B;0;refroidissez le copa/servez le gin/inclinez+ versez  tonic frais/remuez avec cuillere a cocktail/garnissez avec botanique;0;1;150;9;42244;0;Z;0;B
842;liqueur donuts maison;bar;0x;Z0C;0;;0;1;150;9;42244;0;Z;0;C
843;Jager bomber;shootserie en mise en bouche;0x;Z11;1;sous forme de sous marin dans un skull si produits frais sans glacon ou si pas avec nid de glace pilee shooter jager + redbull ;6;1;5;14;42244;1;Z;11;
844;Komparazar;beertails;0x;N19;1;verre bagarre/15 lix z2h+coca zero+1 fruitesse retournee ;15;1;200;13;42244;1;N;19;
845;plateau 10 shooter L'AVARIE;combo;0x;Z1H;1;;35;1;150;9;27844;1;Z;1;H
846;Je ne crois plus aux fees;Sweety;0x;P4;1;verre organique-monster ;15;1;75;7;42250;1;P;4;
847;C'est pour rire gamin;les anecdotiques;0x;V57;1;verre coupe a glace ;12;1;65;5;42250;1;V;57;
848;shoot liqueur after eight maison et chocolat;shootserie en mise en bouche;0x;Z13;0;;3;1;5;14;42250;1;Z;13;
849;Pussy net;shootserie en mise en bouche;0x;Z14;1;shooter;4;1;5;14;42250;1;Z;14;
850;plateau 10 shooters L'ORGUEIL;combo;0x;Z1G;1;;25;1;150;9;28027;1;Z;1;G
851;Hydromelasse;beertails;0x;N20;1;verre bagarre/;13;1;200;13;41902;1;N;20;
852;Caligula;Oompa LoOmpa;0x;F33;1;verre oldfashion/shaker fort +sur assiette dentelle+1brownie avec 3 petale de chips chocolat plante dedans;12;1;35;3;42259;1;F;33;
853;French mojito ;mojito party;0x;M38;1;verre tiki gd/façon mojito;13;1;50;6;42295;1;M;38;
854;Bonanza;ginto&Co;0x;K11M;1;verre palladio;15;1;50;4;42309;1;K;11;M
855;Martinique colada;rhumerie;0x;I63;1;verre palladio/dans shaker 6cl mix Z2o(colada)+4 st james+jus ananas+shaker fort;13;1;50;4;42309;1;I;63;
856;Raoul;rhumerie;0x;I26;1;verre tiki gd ;15;1;50;6;42297;1;I;26;
857;Cuba franco-libre;rhumerie;0x;I27;1;verre tiki gd ;12;1;50;6;42297;1;I;27;
858;Bing bong;rhumerie;0x;I29;1;verre fist;13;1;75;7;42297;1;I;29;
859;Biblique;rhumerie;0x;I30;1;verre bartender ;12;1;50;4;42297;1;I;30;
860;Papacito;rhumerie;0x;I31;1;verre coupe a glace/shaker hors violettte ;13;1;50;4;42297;1;I;31;
861;imperial mojito;mojito party;0x;M35;1;verre palladio/facon mojito(broye rmixture avant de completer avec glace et methode champ.);15;1;50;4;42297;1;M;35;
862;MEGA shooter 25cl Pistachio;megashooter;0x;Z4B;1;bouteille 33cl;12,5;1;150;9;42309;0;Z;4;B
863;MEGA shooter 25cl Stroumphette;megashooter;0x;Z4C;1;;12,5;1;150;9;42309;0;Z;4;C
864;mixV32 litre;mixture;0x;Z2V;0;V32:10cl+1 diabolo grenadine et 2cl de vodka noire;30;1;100;10;42309;0;Z;2;V
865;MEGA shooter 25cl Valentino ;megashooter;0x;Z4;1;;12,5;1;150;9;42309;0;Z;4;
1355;Historion;vodkaterie;0x;H25;1;verre palladio;13;1;50;4;;1;H;25;
868;Belgo Belge;hardcore;0x;Y1H;1;verre weizenbeer ;25;1;75;7;42323;1;Y;1;H
869;Mojito XXL  natures ou fruites;mojito party;0x;M4L;1;verre 5 personnes ;50;1;1000;11;42323;1;M;4;L
870;Caipirinha premium;les oublies;0x;Z9J;0;verre old fashioned/broyer 2 quartier  de lime jusqu a parfaite dissolution du sucre/glace pilee;11;1;150;9;42323;1;Z;9;J
871;Margarita sb;Oompa LoOmpa;0x;F14C;0;presser 1lime/verre margarita original/ bord du verre salee;11;1;35;3;42323;1;F;14;C
872;Cosmopolitain premium;Oompa LoOmpa;0x;F26;1;presser 1demi citron vert/frapper au shaker tous les ingredients sur glacon/filtrer au service/flamber ecorce orange;12;1;35;3;42323;1;F;26;
873;Sex on the beach oldschool;vodkaterie;0x;H62;1;verre cabernet;12;1;65;5;42323;1;H;62;
874;gin fizz sb;les oublies;0x;Z9I;0;presser 1 citron/shaker le tout sauf soda water;0;1;50;6;42323;1;Z;9;I
875;Pina colada premium;Oompa LoOmpa;0x;F6;0;shaker vigoureusement/ ou blinder;12;1;35;3;42323;1;F;6;
876;Cuba libre sb;after-workers;0x;F0K;1;verre after 25cl;7,5;1;35;3;42323;1;F;0;K
877;Licorne des iles;Sweety;0x;S58;1;verre palladio;15;1;50;6;42344;1;S;58;
878;Devil Margarita ;tequilaterie;0x;J23;1;verre v25;15;1;65;5;42344;1;J;23;
879;Charlotte aux fraises;Mocktail;0x;A100;1;verre urne;10;1;100;8;42344;1;A;100;
880;Le sens de la fête ;mojito party;0x;M41;1;"verre palladio/facon mojito/broyer

10 mix z2w(sour)+3 l caramel+energy+j ananas+2L. framboise";13;1;50;4;42344;1;M;41;
881;Vahine ;freaky;0x;L16;1;verre diamant lg/facon freaky/bien melanger ;15;1;50;4;42344;1;L;16;
882;shériff fais moi peur ;films & series incontournables;0x;D71;1;verre bartender ;12;1;65;5;42344;1;D;71;
883;Le parrain;films & series incontournables;0x;D72;1;verre sangria ;12;1;65;5;42344;1;D;72;
884;Nurofen;pharmacocktailerie;0x;C42;1;verre tiki pt;12;1;65;5;42344;1;C;42;
885;Morfale;shootserie en mise en bouche;0x;Z22;0;preparer dans un bol/melanger avant emploi/3euro shoot;0;1;100;10;42370;1;Z;22;
886;Coup du cerf;les anecdotiques;0x;V19;1;verre cabernet ;12;1;65;5;42362;1;V;19;
887;Redresseur de zizi;les anecdotiques;0x;V59;1;verre tiki pt ;12;1;65;5;42362;1;V;59;
888;Licorne  ;signature;0x;B87;1;verre cabernet ;12;1;50;6;42362;1;B;87;
889;Obelix;hardcore;0x;Y0N;1;verre weizenbeer ;25;1;75;7;42362;1;Y;0;N
890;Bosned;shootserie en mise en bouche;0x;Z23;0;faire flamber absynthe et soupoudrer de cannelle;5;1;5;14;42552;1;Z;23;
891;bouteille kamasutra;grand format;0x;Z5C;0; servir la bouteille avec des long drinks, pailles et des glacons;15;1;100;10;42552;1;Z;5;C
1511;Maeva;signature;0x;Y1I;1;verre organique/monster ;25;1;75;7;45357;1;Y;1;I
1510;Bip Bip;Mocktail;0x;M0A;1;verre tour à emplier /facon mojito;10;1;100;8;;1;M;0;A
1513;Hakuna Mafuckit;anecdotique;0x;V23;1;coupe a glace plate ;13;1;50;6;45358;1;V;23;
1512;je vais repeindre ta nénette;anecdotique;0x;V22;1;verre palladio;13;1;50;4;45358;1;V;22;
1505;Lollipop;vodkaterie;0x;H41;1;coupe a glace plate/ajouter sucette sur brochette ;13;1;50;6;;1;H;41;
1509;Hell Gate;hardcore;0x;Y0R;1;verre diamant Lg/3 pipettes absinthe + bonbon piment ;25;1;50;4;;1;Y;0;R
1506;colonel Beach;mojito party;0x;I32;1;verreE18/ 3 pipette absynthe ;15;1;50;6;;1;I;32;
899;bouteille zoumzoum;grand format;0x;Z5V;0;servir la bouteille avec des long drinks, pailles et des glacons;12;1;100;10;42552;1;Z;5;V
900;bouteille coladada;grand format;0x;Z5X;0;servir la bouteille avec des long drinks, pailles et des glacons/ bien secouer ;12;1;100;8;42552;1;Z;5;X
901;bouteille botox;grand format;0x;Z5W;0;servir la bouteille avec des long drinks, pailles et des glacons/ bien secouer ;12;1;100;10;42552;1;Z;5;W
902;Dr Manhattan;Oompa LoOmpa;0x;F25;1;verre hurricane + facon mojito/broyer feuilles de menthe fraiche avec mixture sauf soda/glace pilee/allonger cola zéro;12;1;35;3;42552;1;F;25;
903;Adom Hit l'air;ginto&Co;0x;K11W;1;verre ginto/facon ginfizz shaker le tout +chantilly puis seulement ajouter leau petillante;15;1;65;5;42552;1;K;11;W
904;Mojito classique qdb nature;mojito party;0x;M4;1;verre tiki GD/facon mojito/broyer menthe dans mixture sans jus/glace pilee/allonger jus;13;1;50;6;42552;1;M;4;
905;Belle et Sébastien ;Mocktail;0x;A81;1;verre diamant lg;10;1;100;8;42552;1;A;81;
906;Beach beerito;beertails;0x;N21;1; verre bagarre/;13;1;50;6;42563;1;N;21;
907;Bad gang mojito;mojito party;0x;M22;1;verre ananas/facon mojito;13;1;50;6;42572;1;M;22;
908;Gland cosmique ;mojito party;0x;M54;1;verre bocal/facon mojito;15;1;50;6;42572;1;M;54;
909;Small Lynchburg;after-workers;0x;F0H;1;verre after 25cl/6 mix z2w(sour)+2jack+limonade;7,5;1;35;3;42572;1;F;0;H
910;Singe vert;beertails;0x;N22;1;verre pyramide/2s framboise + 10 mix Z2e(b51)+j fraise+qdc rouge retournee ;15;1;50;6;42600;1;N;22;
911;Dark storm;jackdanielserie;0x;F7B;1;verre tiki gd ;13;1;150;9;42600;1;F;7;B
912;Zizi coptère;les anecdotiques;0x;V31;1;;13;1;50;6;42600;1;V;31;
913;Antidote zombie;shootserie en mise en bouche;0x;Z16;1;2 pipettes pour l absynthe;5;1;5;14;42661;1;Z;16;
914;Papypapa ;shootserie en mise en bouche;0x;Z17;1;;5;1;5;14;42600;1;Z;17;
915;Gueule au secour;hardcore;0x;Y0B;1;verre monster ecrase ;25;1;75;7;42600;1;Y;0;B
916;Sodomie anecdotique;Sweety;0x;V32;1;verre fist/ monster +mix Z2v(v32): 10cl+diabolo+2 vodka noire+barbe ;15;1;75;7;42650;1;V;32;
917;shoot seppuku;shootserie en mise en bouche;0x;Z24;1;faire flamber le cointreau ;5;1;5;14;42685;1;Z;24;
918;Mogwai;Sweety;0x;S14;1;verre weizenbeer;15;1;75;7;42738;1;S;14;
919;Un petit gout de paradis;Sweety;0x;S13;1;verre diamant lg;15;1;50;4;42738;1;S;13;
920;Joker;films & series incontournables;0x;D74;1;verre palladio;13;1;50;4;42738;1;D;74;
921;je suis ton pére;hardcore;0x;Y1B;1;verre monster ;25;1;75;7;42731;1;Y;1;B
922;Cassoss-ophile;Sweety;0x;P13;1;verre v25;15;1;50;4;42728;1;P;13;
923;Mr Wolf;films & series incontournables;0x;D75;1;verre palladio;13;1;50;4;42736;1;D;75;
924;Harley queen;Sweety;0x;S45;1;;15;1;50;4;42738;1;S;45;
925;MilF;hardcore;0x;Y0I;1;verre monster ;25;1;75;7;42742;1;Y;0;I
926;ùùùùùù;les oublies;0x;Z9H;0;;0;1;150;9;42742;1;Z;9;H
927;Jameson irsih coffee old school;hot;0x;O1M;1;1 dose de sucre semoule pour la meme dose de jameson/porter a ebulition sucre totalement dissoud/flamber mixture/etouffer/verser dans verre irish/verser sur cuillere a etage ou pas/chantilly en 8;15;1;65;5;42742;1;O;1;M
928;Peche melbadasse;signature;0x;B91;1;verre B91/10 mix z2u(b91)+3 mix lime+jus peche+2 kraken;12;1;65;5;42748;1;B;91;
929;Rebel du slip;Expressions préférées;0x;P18;1;verre bartender ;13;1;50;4;42750;1;P;18;
930;Kamasutra;signature;0x;B92;1;verre cabernet ;12;1;65;5;42750;1;B;92;
931;Bahamas;rhumerie;0x;I68;1;verre palladio/glace pilee/a la cuillere etage;12;1;65;5;42776;1;I;68;
932;Poisson ;cocktails astrales;0x;Z3I;1;"arrosoir/tt fois 2

";25;1;200;15;42776;1;Z;3;I
933;NGE (Near Death Experience);hardcore;0x;Y1G;1;verre diamant lg;25;1;75;7;42776;1;Y;1;G
934;Dirty dancing;films & series incontournables;0x;D76;1;verre sangria ;13;1;50;4;42795;1;D;76;
935;Herogasm;Sweety;0x;V33;1;verre skull;15;1;75;7;42846;1;V;33;
936;Hades;hardcore;0x;Y0J;1;verre monster ;25;1;75;7;42846;1;Y;0;J
937;Delicious;Sweety;0x;S15;1;verre bartender ;15;1;50;4;42849;1;S;15;
938;Saint barman;mojito party;0x;M47;1;tiki gd/facon mojito;15;1;50;6;42849;1;M;47;
939;Arizona dream;signature;0x;B96;1;verre cognac ;13;1;50;4;42837;1;B;96;
940;You fuck my wife;Sweety;0x;V34;1;verre monster;15;1;75;7;42850;1;V;34;
941;Les 4 filles du Dr. March;Mocktail;0x;A63;1;verre diamant plat ;10;1;100;8;42736;1;A;63;
942;Sherman;signature;0x;B97;1;skull;12;1;65;5;42887;1;B;97;
943;Alli Lili;Sweety;0x;S17;1;verre palladio;15;1;50;4;42887;1;S;17;
944;Despe Sunrise ;beertails;0x;N23;1;15cl de mix z2(margarita)+j orange+2 grenadine+dsp retournee;15;1;50;6;42887;1;N;23;
945;Fulguro poing;beertails;0x;N24;1;verre pyramide ;13;1;50;6;42912;1;N;24;
946;Kiss from Belgium;beertails;0x;N47;1;facon mojito ;13;1;150;9;42912;1;N;47;
947;Transformers;films & series incontournables;0x;D77;1;verre monster;15;1;75;7;43022;1;D;77;
948;Juste un doigt;Sweety;0x;V35;1;;15;1;50;4;43022;1;V;35;
949;Micro penis;les anecdotiques;0x;V36;1;verre E18;13;1;50;6;43022;1;V;36;
950;Hellsing;jackdanielserie;0x;F7O;1;;12;1;65;5;43022;1;F;7;O
951;Jusqu ici tout va bien;les anecdotiques;0x;V38;1;;13;1;50;4;43022;1;V;38;
952;Voodoo people;jackdanielserie;0x;F7P;1;verre cognac;13;1;50;4;43022;1;F;7;P
953;Dragon des iles;jackdanielserie;0x;F7I;1;verre E18;15;1;75;7;43022;1;F;7;I
954;Magic mushrooms;drugs;0x;E26;1;verre palladio;13;1;75;7;43022;1;E;26;
955;Micro pointe;drugs;0x;E27;1;verre bartender/shaker fort ;13;1;50;4;43022;1;E;27;
956;Retour vers le futur;films & series incontournables;0x;D78;1;verre ananas ;12;1;50;6;43022;1;D;78;
957;Flappy le lapin;freaky;0x;L52;1;verre strier/facon freaky/bien melanger ;15;1;50;4;43043;1;L;52;
958;Shazam;freaky;0x;L20;1;verre palladio/chantilly;15;1;75;7;43048;1;L;20;
959;Yop;Sweety;0x;S1A;1;melanger;15;1;50;4;43049;1;S;1;A
960;Hulk et Hulkette;Sweety;0x;S1C;1;diamant lg/3pipettes en dernier  dans barbe a papa;15;1;75;7;43051;1;S;1;C
961;épic;freaky;0x;L24;1;verre strier/facon freaky/bien melanger ;15;1;50;4;43051;1;L;24;
962;Ocean encounters;freaky;0x;L25;1;verre cognac/facon freaky/bien melanger ;15;1;75;7;43051;1;L;25;
963;Lady GaGa;Sweety;0x;S1D;1;diamant lg/melanger;15;1;50;4;43054;1;S;1;D
964;Katy Perry;Sweety;0x;S1E;1;diamant lg/melanger;15;1;50;4;43054;1;S;1;E
965;Tonton Maxou;Sweety;0x;S1F;1;diamant lg/melanger;15;1;75;7;43054;1;S;1;F
966;Papa midnight;freaky;0x;L29;1;verre diamant lg/facon freaky/bien melanger ;15;1;75;7;43054;1;L;29;
967;Unicorn Bitch;Sweety;0x;S1G;1;diamant lg/melanger;15;1;50;4;43054;1;S;1;G
968;Smiley;Sweety;0x;S1H;1;diamant lg/melanger;15;1;75;7;43054;1;S;1;H
969;PRISM;freaky;0x;L32;1;verre diamant lg /facon freaky/bien melanger ;15;1;75;7;43054;1;L;32;
970;rickey gin agrémenté d'absynthe ;ginto&Co;0x;K11N;1;verre bartender ;15;1;65;5;43054;1;K;11;N
971;Bisounours ;Sweety SA;0x;S0A;1;diamant lg/shaker fort ;13;1;50;6;43056;1;S;0;A
972;Simpsons;Freaky SA;0x;L0B;1;verre strier ;13;1;50;6;43056;1;L;0;B
973;Futurama;Freaky SA;0x;L0C;1;melanger ;13;1;50;6;43057;1;L;0;C
974;Rick et morty;Sweety SA;0x;S0D;1;ddiamant lg/melanger;13;1;50;6;43057;1;S;0;D
975;Adventure Time;Freaky SA;0x;L0E;1;verre strier sa/facon freaky/bien melanger ;13;1;50;6;43057;1;L;0;E
976;FamilyGuy;Sweety SA;0x;S0F;1;diamant lg/melanger;13;1;50;6;43057;1;S;0;F
977;Oggy et les cafards;Freaky SA;0x;L0H;1;verre diamant lg /facon freaky/bien melanger ;13;1;50;6;43057;1;L;0;H
978;South Park;Sweety SA;0x;S0I;1;verre diamant g/;13;1;50;6;43057;1;S;0;I
979;ZinG;Sweety;0x;S35;1;verre monster/mix Z2a  mix razz: 10cl+4 mix lime+menthe et broyere + xdurance+jus litchis et  decos nid ;15;1;75;7;43057;1;S;35;
980;titi le traître;Sweety;0x;S40;1;verre monster;15;1;75;7;43057;1;S;40;
981;Tigrou;Freaky SA;0x;L0J;1;verre strier sa/facon freaky/bien melanger ;13;1;50;6;43058;1;L;0;J
982;Stich;Freaky SA;0x;S0K;1;melanger;13;1;50;6;43058;1;S;0;K
983;Betty Boop;Sweety SA;0x;S0L;1;diamant long/melanger;13;1;50;6;43066;1;S;0;L
984;Tex Avery;Sweety SA;0x;S0M;1;diamant lg/melanger;13;1;50;6;43066;1;S;0;M
985;Roger Rabbit;Sweety SA;0x;S0N;1;diamant lg/shaker fort sans la chantilly;13;1;50;6;43066;1;S;0;N
1504;Fight club;films  & series incontournables;0x;D4;1;verre palladio;13;1;50;4;;1;D;4;
987;plateau 5 shooters LA PARESSE;combo;0x;Z1A;1;plateau;8;1;150;9;43069;1;Z;1;A
988;4 shooters pour pirates ;combo;0x;Z1E;1;;20;1;150;9;43069;1;Z;1;E
989;4 shooters Cow-boy;combo;0x;Z1P;1;shooters 3cl + bol de gommes ;15;1;150;9;43069;1;Z;1;P
990;5 shooters Pop's;combo;0x;Z1O;1;shooters 3cl + bol gommes parisiennes ;10;1;150;9;43069;1;Z;1;O
991;plateau 3 shooters LA COLERE;combo;0x;Z1D;1;;7;1;150;9;43069;1;Z;1;D
1407;Goopher;freaky;0x;L1F;1;verre palladio/8cl Z2X(mix capone)+2 s noisette+cafe glace+chantilly+deco freaky + ferrero glace;15;1;50;4;;1;L;1;F
993;5 shooters Funcky;combo;0x;Z1I;1;shooter 3cl + bol gommes parisiennes ;10;1;150;9;43069;1;Z;1;I
1507;Moon is a bitch;ginto&co;0x;K18;1;verre cabernet 50cl;12;1;65;5;;1;K;18;
995;plateau 5 shooters L'ENVIE;combo;0x;Z1C;1;;11;1;150;9;43069;1;Z;1;C
996;plateau 10 shooters LA LUXURE;combo;0x;Z1K;1;;40;1;150;9;43069;1;Z;1;K
997;plateau 5 shooters LA GOURMANDISE;combo;0x;Z1B;1;plateau;10;1;150;9;43069;1;Z;1;B
998;shooter une pipe;shootserie en mise en bouche;0x;Z25;0;;3;1;5;14;43092;0;Z;25;
999;test conformite;;0x;Z805;0;;0;1;65;5;43118;1;Z;805;
1001;Heïdi;Mocktail;0x;A102;1;;10;1;100;8;43147;1;A;102;
1002;One peace;after-workers sa;0x;A0B;1;verre after 33cl;7,5;1;35;3;44036;1;A;0;B
1003;Denis la Malice;Mocktail;0x;A103;1;verre urne;10;1;100;8;44036;1;A;103;
1004;Martin matin;Mocktail;0x;A104;1;verre bocal;10;1;100;8;;1;A;104;
1005;Jimmy Neutron(!!pas en dessous de 16ans!!);Mocktail;0x;A105;1;verre strier ;10;1;100;8;;1;A;105;
1006;Kung fu Panda ;Mocktail;0x;A106;1;verre boule;10;1;100;8;;1;A;106;
1007;Les Minipouss;Mocktail;0x;A107;1;verre pot de chambre ;10;1;100;8;;1;A;107;
1008;magnum, ferrero rocher ou raffaello glace au choix;tapas sur le pouce;0x;A1Y;1;;3;1;150;9;;0;A;1;Y
1009;assiette Belgo;tapas sur le pouce;0x;A1B;1;"brochettes micro ondes 2 min

boulettes micro ondes 1 min";15;1;150;9;;0;A;1;B
1010;bol de confiseries ;tapas sur le pouce;0x;A1Z;1;;5;1;150;9;;0;A;1;Z
1011;assiette Cannibale;tapas sur le pouce;0x;A1C;1;"brochettes micro ondes 2 min

boulettes micro ondes 1 min

suacisses tv micro ondes 1 min";15;1;150;9;;0;A;1;C
